idx	status	level	score	techniques
72	solved	极端	8242	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*3, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*9, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*2, 摩天楼(Skyscraper)*1, Continuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Sue de Coq*2, Naked Single*27, AIC*4, XY链(XY-Chain)*3, Full House*20
73	solved	极端	8510	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*6, Finned Swordfish*1, Forcing Chain Contradiction*6, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Discontinuous Nice Loop*6, 空矩形(Empty Rectangle)*1, Naked Triple*3, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*1, Naked Single*25, Full House*18, Naked Pair*1, XY链(XY-Chain)*2
74	solved	极端	8250	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*7, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*6, Almost Locked Set XY-Wing*1, Locked Pair*1, Locked Candidates Type 2 (Claiming)*3, Naked Pair*2, XY链(XY-Chain)*2, Continuous Nice Loop*1, 双线风筝(2-String Kite)*1, W-Wing*1, Naked Single*26, 隐式矩形(Hidden Rectangle)*1, Full House*19, Bivalue Universal Grave + 1*1
75	stuck	-	1692	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*1, Naked Pair*1, Naked Single*1, Locked Candidates Type 2 (Claiming)*1, Finned X-Wing*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2
76	stuck	-	1942	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*3
77	solved	极端	6842	Naked Single*21, 隐藏唯一数(Hidden Single)*11, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*5, Almost Locked Set XY-Wing*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*3, 成组 AIC*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Finned Franken Swordfish*1, Locked Candidates Type 1 (Pointing)*3, Full House*21, XY-Wing*2, AIC*1, W-Wing*1
78	stuck	-	1522	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 2 (Claiming)*1, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*1, Finned X-Wing*1, Discontinuous Nice Loop*2, Forcing Chain Contradiction*1, Locked Candidates Type 1 (Pointing)*1
79	solved	极端	4436	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*6, X-Wing*1, Finned Swordfish*1, Almost Locked Set XZ-Rule*2, 空矩形(Empty Rectangle)*1, Naked Single*28, Naked Pair*2, 三链列(Swordfish)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*2, Naked Triple*1, Full House*21, 唯一性测试 4*1, Continuous Nice Loop*1, 摩天楼(Skyscraper)*1, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, 隐式矩形(Hidden Rectangle)*1
80	solved	极端	11790	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*6, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*4, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*7, Finned Swordfish*1, Almost Locked Set Chain*1, Sue de Coq*4, 隐式矩形(Hidden Rectangle)*1, Locked Candidates Type 2 (Claiming)*1, 隐藏数对(Hidden Pair)*2, Naked Single*29, AIC*1, Locked Triple*1, 三链列(Swordfish)*1, XY-Wing*2, 唯一性测试 1*1, Naked Pair*1, Naked Triple*1, 摩天楼(Skyscraper)*1, W-Wing*1, X-Wing*1, Full House*21
81	stuck	-	4504	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*2, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*4, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Verity*2
82	solved	极端	5118	Naked Single*23, Full House*20, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 2 (Claiming)*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*2, Locked Candidates Type 1 (Pointing)*4, Naked Pair*1, 双线风筝(2-String Kite)*1, Almost Locked Set XY-Wing*1, 摩天楼(Skyscraper)*1, XY-Wing*1, XY链(XY-Chain)*1, W-Wing*1
83	solved	极端	7516	Naked Single*27, 隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*6, Locked Candidates Type 2 (Claiming)*3, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*9, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*2, Forcing Chain Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, 隐式矩形(Hidden Rectangle)*1, Almost Locked Set XZ-Rule*1, Continuous Nice Loop*1, Naked Triple*2, AIC*1, Full House*21, 摩天楼(Skyscraper)*1, XY-Wing*1
84	stuck	-	4374	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*3, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*6
85	solved	极端	4392	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*6, Naked Pair*1, Naked Triple*1, Discontinuous Nice Loop*6, Naked Single*29, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, Locked Candidates Type 2 (Claiming)*2, Almost Locked Set XY-Wing*1, Full House*20
86	stuck	-	1356	隐藏唯一数(Hidden Single)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*2
87	stuck	-	4652	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*4, AIC*1, Discontinuous Nice Loop*2, Naked Single*1, Naked Triple*1, Forcing Chain Contradiction*7
88	stuck	-	1848	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*2
89	solved	极端	8298	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*4, Finned Swordfish*2, Discontinuous Nice Loop*5, Naked Single*17, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*5, Forcing Chain Verity*1, Continuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*4, Naked Triple*1, Almost Locked Set XY-Wing*2, XYZ-Wing*1, Sue de Coq*1, Naked Pair*1, Sashimi Swordfish*1, Full House*21
90	solved	极端	7382	隐藏唯一数(Hidden Single)*8, 摩天楼(Skyscraper)*1, 双线风筝(2-String Kite)*2, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*8, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, 空矩形(Empty Rectangle)*1, Naked Single*24, Locked Candidates Type 1 (Pointing)*4, Naked Pair*2, AIC*2, Simple Colors Trap*1, Sue de Coq*1, W-Wing*2, XYZ-Wing*1, X-Wing*1, Full House*21, XY链(XY-Chain)*1
91	solved	极端	7742	隐藏唯一数(Hidden Single)*10, Finned X-Wing*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*5, Naked Triple*4, XYZ-Wing*2, Forcing Chain Verity*1, Locked Candidates Type 1 (Pointing)*5, 隐藏数对(Hidden Pair)*1, Almost Locked Set XZ-Rule*1, Naked Single*23, Naked Pair*2, X-Wing*2, Sue de Coq*1, XY-Wing*2, 双线风筝(2-String Kite)*1, XY链(XY-Chain)*6, Full House*20
92	solved	极端	4664	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*5, Naked Single*24, 隐藏数对(Hidden Pair)*1, 三链列(Swordfish)*1, Discontinuous Nice Loop*5, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*1, 隐式矩形(Hidden Rectangle)*2, 双线风筝(2-String Kite)*2, AIC*1, 成组 AIC*1, 空矩形(Empty Rectangle)*1, Continuous Nice Loop*1, Full House*21
93	stuck	-	1378	Naked Single*2, 隐藏唯一数(Hidden Single)*5, Naked Triple*1, 双线风筝(2-String Kite)*2, 唯一性测试 2*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1
94	stuck	-	650	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, Locked Candidates Type 2 (Claiming)*1, 双线风筝(2-String Kite)*1, Finned X-Wing*1, Finned Swordfish*1
95	solved	极端	11274	隐藏唯一数(Hidden Single)*10, 双线风筝(2-String Kite)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*3, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*2, Almost Locked Set XY-Wing*3, X-Wing*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*9, Sue de Coq*1, AIC*3, Naked Single*20, Naked Pair*1, Discontinuous Nice Loop*4, Full House*21, 隐式矩形(Hidden Rectangle)*2, XY链(XY-Chain)*1
96	solved	极端	8198	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*3, Locked Candidates Type 2 (Claiming)*1, Forcing Chain Contradiction*6, Almost Locked Set XY-Wing*2, Multi Colors 1*1, Naked Single*26, Discontinuous Nice Loop*8, Almost Locked Set XZ-Rule*1, Naked Pair*3, 空矩形(Empty Rectangle)*1, 三链列(Swordfish)*1, Locked Pair*1, AIC*1, Full House*21, X-Wing*1
97	solved	极端	10198	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*2, 空矩形(Empty Rectangle)*1, 隐式矩形(Hidden Rectangle)*3, Finned Swordfish*1, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XY-Wing*4, Almost Locked Set Chain*1, Forcing Chain Contradiction*7, 唯一性测试 6*1, Finned X-Wing*2, Naked Single*20, 摩天楼(Skyscraper)*2, Sue de Coq*1, Naked Pair*1, Locked Candidates Type 2 (Claiming)*1, Locked Pair*1, 唯一性测试 4*1, AIC*1, Full House*19, W-Wing*1
98	stuck	-	3704	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*2, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4, Forcing Chain Verity*1
99	stuck	-	5194	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*3, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*1, Finned Swordfish*1, Discontinuous Nice Loop*3, Forcing Chain Verity*5, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2
100	solved	极端	4810	隐藏唯一数(Hidden Single)*9, Locked Pair*1, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*3, 隐藏数对(Hidden Pair)*1, Hidden Triple*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, Naked Single*25, AIC*2, 唯一性测试 4*1, 成组 AIC*1, Full House*21, XY-Wing*1
101	solved	极端	8046	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Finned Swordfish*2, Locked Candidates Type 1 (Pointing)*5, Almost Locked Set XY-Wing*3, Almost Locked Set XZ-Rule*1, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Contradiction*5, Almost Locked Set Chain*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Discontinuous Nice Loop*1, Naked Single*23, 双线风筝(2-String Kite)*1, Multi Colors 1*1, XY链(XY-Chain)*2, Naked Triple*3, AIC*1, 摩天楼(Skyscraper)*1, W-Wing*1, Locked Pair*1, XYZ-Wing*1, Full House*21
102	solved	极端	4648	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*3, Discontinuous Nice Loop*4, Locked Candidates Type 1 (Pointing)*1, Hidden Triple*1, Sashimi X-Wing*1, Finned Swordfish*1, Naked Single*21, X-Wing*1, 隐藏数对(Hidden Pair)*1, 摩天楼(Skyscraper)*1, Full House*20
103	solved	极端	13324	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 2 (Claiming)*5, Naked Triple*2, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*9, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*10, Forcing Chain Verity*2, AIC*3, 隐式矩形(Hidden Rectangle)*1, Almost Locked Set XY-Wing*2, Finned X-Wing*1, Naked Pair*4, Finned Swordfish*1, Naked Single*26, Full House*21, XY链(XY-Chain)*1
104	solved	极端	5516	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*1, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*2, 隐藏数对(Hidden Pair)*1, Forcing Chain Verity*1, Continuous Nice Loop*1, Sashimi Swordfish*1, Naked Pair*2, XY链(XY-Chain)*1, Naked Single*26, 双线风筝(2-String Kite)*2, AIC*3, Locked Pair*1, W-Wing*2, Full House*19
105	stuck	-	5116	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*2, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*3, Discontinuous Nice Loop*1
106	solved	极端	6840	Naked Single*22, Locked Candidates Type 1 (Pointing)*2, 隐藏数对(Hidden Pair)*2, Finned Swordfish*1, Discontinuous Nice Loop*6, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*3, 空矩形(Empty Rectangle)*1, Almost Locked Set XY-Wing*1, Locked Candidates Type 2 (Claiming)*1, Naked Triple*1, Naked Pair*2, AIC*2, 隐藏唯一数(Hidden Single)*12, Full House*21, 多宝鱼(Turbot Fish)*1, W-Wing*1, XY-Wing*1
107	solved	极端	8302	隐藏唯一数(Hidden Single)*7, Locked Pair*1, Locked Candidates Type 1 (Pointing)*7, Naked Triple*1, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1, Discontinuous Nice Loop*3, Forcing Chain Contradiction*5, Forcing Chain Verity*2, Sashimi Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Locked Candidates Type 2 (Claiming)*3, Naked Single*25, AIC*2, Continuous Nice Loop*2, XY-Wing*1, XY链(XY-Chain)*2, 隐藏数对(Hidden Pair)*2, Full House*21, XYZ-Wing*1, 唯一性测试 3*1
108	solved	极端	7976	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*5, Almost Locked Set XZ-Rule*3, Almost Locked Set XY-Wing*6, Forcing Chain Contradiction*2, Forcing Chain Verity*1, 双线风筝(2-String Kite)*1, Finned X-Wing*1, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 成组 AIC*1, 隐藏数对(Hidden Pair)*1, Locked Candidates Type 2 (Claiming)*5, Naked Triple*1, Sue de Coq*1, Naked Pair*1, Hidden Triple*1, 空矩形(Empty Rectangle)*1, Naked Single*23, W-Wing*1, Full House*20
109	stuck	-	1322	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 2 (Claiming)*1, Finned Swordfish*1, Finned Franken Swordfish*1, Forcing Chain Contradiction*1, Locked Candidates Type 1 (Pointing)*1
110	stuck	-	2582	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Locked Pair*1, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*1, Forcing Chain Contradiction*2
111	stuck	-	162	Full House*1, 隐藏唯一数(Hidden Single)*11, Naked Single*1
112	stuck	-	2396	Naked Single*1, 隐藏唯一数(Hidden Single)*3, 摩天楼(Skyscraper)*1, 空矩形(Empty Rectangle)*1, Forcing Chain Contradiction*3, Forcing Chain Verity*1, 隐式矩形(Hidden Rectangle)*1
113	solved	极端	3062	隐藏唯一数(Hidden Single)*7, Locked Candidates Type 1 (Pointing)*7, 成组 AIC*1, Naked Single*27, Full House*19, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Naked Pair*2, Locked Pair*2, 唯一性测试 1*1, Naked Triple*3, 双线风筝(2-String Kite)*1, Continuous Nice Loop*1, XY链(XY-Chain)*1
114	solved	极端	8296	Naked Single*27, Full House*21, 隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, Sashimi X-Wing*1, Finned Swordfish*1, Almost Locked Set XY-Wing*5, Forcing Chain Contradiction*1, XYZ-Wing*1, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*4, Sue de Coq*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Locked Candidates Type 2 (Claiming)*3, Continuous Nice Loop*1, X-Wing*1, AIC*1, XY链(XY-Chain)*2, 隐藏数对(Hidden Pair)*1, Naked Triple*1, XY-Wing*1
115	stuck	-	5312	隐藏唯一数(Hidden Single)*10, Naked Single*3, Locked Candidates Type 1 (Pointing)*2, Naked Pair*1, 隐式矩形(Hidden Rectangle)*2, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Finned Franken Swordfish*1, Forcing Chain Contradiction*5, 双线风筝(2-String Kite)*2, W-Wing*1, Finned X-Wing*2, Multi Colors 1*1, Naked Triple*1
116	stuck	-	2464	隐藏唯一数(Hidden Single)*6, 双线风筝(2-String Kite)*1, Almost Locked Set XY-Wing*1, Finned Franken Swordfish*1, Forcing Chain Contradiction*3
117	solved	极端	11272	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*5, Discontinuous Nice Loop*6, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*10, AIC*2, Forcing Chain Verity*5, 摩天楼(Skyscraper)*1, Naked Single*20, Full House*21, 隐藏数对(Hidden Pair)*1, W-Wing*1
118	solved	极端	5770	隐藏唯一数(Hidden Single)*18, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*4, Naked Pair*1, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XY-Wing*1, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Contradiction*2, AIC*2, Discontinuous Nice Loop*2, Naked Single*17, X-Wing*1, 摩天楼(Skyscraper)*1, Full House*20, XY-Wing*1, Sashimi Swordfish*1
119	solved	极端	9474	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Hidden Triple*1, 双线风筝(2-String Kite)*1, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*5, 成组 AIC*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*6, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Verity*1, Almost Locked Set XY-Wing*2, AIC*2, Sue de Coq*1, Naked Single*24, Full House*20
120	solved	极端	15558	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*7, Locked Candidates Type 2 (Claiming)*3, Naked Triple*3, X-Wing*1, 摩天楼(Skyscraper)*1, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*4, Almost Locked Set Chain*2, Forcing Chain Verity*5, Forcing Chain Contradiction*12, Locked Pair*1, Naked Single*31, Continuous Nice Loop*1, Hidden Triple*1, 双线风筝(2-String Kite)*2, XY链(XY-Chain)*5, W-Wing*1, Full House*20
121	solved	极端	8496	Naked Single*28, Full House*21, 隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*5, 摩天楼(Skyscraper)*1, Discontinuous Nice Loop*6, Sue de Coq*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*6, Forcing Chain Verity*1, Naked Triple*3, Almost Locked Set XZ-Rule*1, Locked Pair*1, 隐式矩形(Hidden Rectangle)*1, 双线风筝(2-String Kite)*3, XY链(XY-Chain)*1, AIC*1, W-Wing*1
122	solved	极端	12808	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*2, Locked Candidates Type 2 (Claiming)*3, 摩天楼(Skyscraper)*1, Forcing Chain Contradiction*14, Almost Locked Set XZ-Rule*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, XYZ-Wing*1, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, Almost Locked Set Chain*1, 成组 AIC*1, Naked Pair*2, Naked Triple*1, Finned X-Wing*1, Naked Single*23, W-Wing*1, 三链列(Swordfish)*1, 隐藏数对(Hidden Pair)*1, Sue de Coq*2, XY链(XY-Chain)*1, Full House*21, XY-Wing*1
123	solved	极端	10500	隐藏唯一数(Hidden Single)*14, 空矩形(Empty Rectangle)*1, 隐式矩形(Hidden Rectangle)*1, AIC*4, Discontinuous Nice Loop*13, 成组不连续环(Grouped Discontinuous Nice Loop)*7, Almost Locked Set XY-Wing*2, Naked Single*21, Forcing Chain Verity*1, Forcing Chain Contradiction*1, Locked Candidates Type 1 (Pointing)*4, Finned X-Wing*2, 双线风筝(2-String Kite)*1, Sue de Coq*1, Continuous Nice Loop*2, Full House*20
124	solved	极端	10252	隐藏唯一数(Hidden Single)*16, 空矩形(Empty Rectangle)*2, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*7, Almost Locked Set XZ-Rule*5, Almost Locked Set XY-Wing*4, 隐藏数对(Hidden Pair)*2, Almost Locked Set Chain*2, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*5, 摩天楼(Skyscraper)*1, XYZ-Wing*1, Locked Candidates Type 2 (Claiming)*2, Sue de Coq*1, Discontinuous Nice Loop*2, Naked Single*17, XY链(XY-Chain)*2, W-Wing*1, 隐式矩形(Hidden Rectangle)*1, Full House*20
